NodeNum,Inst,SEQ,Method,FlexLex,CP,Obj,Time,sel
30,30-PatPS_191_19_5_4_3_2_3,191,TI,H,26.369999,28.22,1.135,14_30_17_27
30,30-PatPS_192_19_6_2_2_2_1,192,TI,L,29.619999,34.83,1.561,15_10
30,30-PatPS_193_19_6_4_3_2_3,193,TI,H,14.77,18.18,0.921,30_10_0_18
30,30-PatPS_194_19_7_2_2_2_1,194,TI,L,45.66,49.75,1.378,9_0
30,30-PatPS_195_19_7_4_3_2_3,195,TI,H,17.3,24.33,1.559,9_8_0_29
30,30-PatPS_196_19_8_2_2_2_1,196,TI,L,38.73,41.23,1.842,7_29
30,30-PatPS_197_19_8_4_3_2_3,197,TI,H,28.91,28.91,0.975,20_0_0_0
30,30-PatPS_198_19_9_2_2_2_1,198,TI,L,35.279995,35.28,0.738,7_29
30,30-PatPS_199_19_9_4_3_2_3,199,TI,H,23.56,24.57,1.331,8_17_30_28
30,30-PatPS_200_1_1_2_2_2_1,200,TI,L,33.6,41.83,3.482,3_19
30,30-PatPS_201_1_1_4_3_2_3,201,TI,H,17.779999,27.17,1.205,25_17_13_0
30,30-PatPS_202_1_10_2_2_2_1,202,TI,L,36.11,44.29,2.045,24_9
30,30-PatPS_203_1_10_4_3_2_3,203,TI,H,24.580002,24.61,1.157,10_20_28_25
30,30-PatPS_204_1_2_2_2_2_1,204,TI,L,38.33,42.71,0.874,8_0
30,30-PatPS_205_1_2_4_3_2_3,205,TI,H,22.52,24.93,0.905,27_12_0_7
30,30-PatPS_206_1_3_2_2_2_1,206,TI,L,33.530003,39.65,2.547,2_15
30,30-PatPS_207_1_3_4_3_2_3,207,TI,H,26.400002,26.4,0.772,1_0_12_18
30,30-PatPS_208_1_4_2_2_2_1,208,TI,L,39.15,49.74,2.455,5_30
30,30-PatPS_209_1_4_4_3_2_3,209,TI,H,29.509998,30.64,1.226,17_13_25_16
30,30-PatPS_210_1_5_2_2_2_1,210,TI,L,30.14,30.95,0.797,17_23
30,30-PatPS_211_1_5_4_3_2_3,211,TI,H,20.529999,20.53,0.55,3_13_30_0
30,30-PatPS_212_1_6_2_2_2_1,212,TI,L,35.18,37.91,1.071,22_15
30,30-PatPS_213_1_6_4_3_2_3,213,TI,H,22.32,24.52,0.859,29_22_10_21
30,30-PatPS_214_1_7_2_2_2_1,214,TI,L,48.3,48.3,0.86,18_12
30,30-PatPS_215_1_7_4_3_2_3,215,TI,H,25.59,33.12,1.423,3_21_28_16
30,30-PatPS_216_1_8_2_2_2_1,216,TI,L,38.63,40.47,0.939,24_16
30,30-PatPS_217_1_8_4_3_2_3,217,TI,H,27.37,28.67,0.983,24_21_11_27
30,30-PatPS_218_1_9_2_2_2_1,218,TI,L,38.58,45.3,2.919,11_30
30,30-PatPS_219_1_9_4_3_2_3,219,TI,H,23.16,28.78,2.021,14_30_26_24
30,30-PatPS_220_20_1_2_2_2_1,220,TI,L,51.070004,51.07,1.005,8_19
30,30-PatPS_221_20_1_4_3_2_3,221,TI,H,28.71,28.71,1.029,7_12_13_19
30,30-PatPS_222_20_10_2_2_2_1,222,TI,L,34.9,34.9,0.562,4_28
30,30-PatPS_223_20_10_4_3_2_3,223,TI,H,19.18,19.18,0.968,29_10_28_19
30,30-PatPS_224_20_2_2_2_2_1,224,TI,L,52.060005,52.06,0.763,29_19
30,30-PatPS_225_20_2_4_3_2_3,225,TI,H,29.300001,32.56,1.071,9_23_19_0
30,30-PatPS_226_20_3_2_2_2_1,226,TI,L,48.21,48.21,0.769,21_9
30,30-PatPS_227_20_3_4_3_2_3,227,TI,H,24.599998,24.6,0.949,16_13_10_18
30,30-PatPS_228_20_4_2_2_2_1,228,TI,L,42.920002,42.92,0.869,6_17
30,30-PatPS_229_20_4_4_3_2_3,229,TI,H,24.660002,25.46,0.855,27_17_19_21
30,30-PatPS_230_20_5_2_2_2_1,230,TI,L,51.95,54.04,0.843,9_11
30,30-PatPS_231_20_5_4_3_2_3,231,TI,H,15.030001,22.8,2.003,10_27_14_0
30,30-PatPS_232_20_6_2_2_2_1,232,TI,L,38.96,45.99,1.357,10_24
30,30-PatPS_233_20_6_4_3_2_3,233,TI,H,30.989998,30.99,1.035,26_5_0_24
30,30-PatPS_234_20_7_2_2_2_1,234,TI,L,32.489998,35.74,0.911,4_23
30,30-PatPS_235_20_7_4_3_2_3,235,TI,H,24.41,24.41,0.685,4_0_28_0
30,30-PatPS_236_20_8_2_2_2_1,236,TI,L,44.09,44.09,0.716,13_20
30,30-PatPS_237_20_8_4_3_2_3,237,TI,H,30.850002,30.85,0.915,13_20_0_12
30,30-PatPS_238_20_9_2_2_2_1,238,TI,L,29.520002,34.94,1.068,9_20
30,30-PatPS_239_20_9_4_3_2_3,239,TI,H,20.769999,21.17,1.022,9_26_0_28
30,30-PatPS_240_21_1_2_2_2_1,240,TI,L,55.33,78.68,17.612,21_12
30,30-PatPS_241_21_1_4_3_2_3,241,TI,H,39.440002,45.92,2.963,21_12_22_27
30,30-PatPS_242_21_10_2_2_2_1,242,TI,L,55.120003,66.46,12.226,2_12
30,30-PatPS_243_21_10_4_3_2_3,243,TI,H,32.1,44.02,5.921,2_4_12_27
30,30-PatPS_244_21_2_2_2_2_1,244,TI,L,40.920002,59.34,34.237,6_7
30,30-PatPS_245_21_2_4_3_2_3,245,TI,H,28.2,38,5.24,6_4_30_25
30,30-PatPS_246_21_3_2_2_2_1,246,TI,L,55.11,65.95,4.554,30_6
30,30-PatPS_247_21_3_4_3_2_3,247,TI,H,18.07,31.31,2.795,29_30_27_23
30,30-PatPS_248_21_4_2_2_2_1,248,TI,L,46.71,59.38,10.361,25_22
30,30-PatPS_249_21_4_4_3_2_3,249,TI,H,19.39,33.74,8.838,4_29_22_15
30,30-PatPS_250_21_5_2_2_2_1,250,TI,L,41.269997,51.67,8.708,27_26
30,30-PatPS_251_21_5_4_3_2_3,251,TI,H,24.34,30.74,2.194,1_26_18_21
30,30-PatPS_252_21_6_2_2_2_1,252,TI,L,38,59.14,48.202,21_12
30,30-PatPS_253_21_6_4_3_2_3,253,TI,H,19,30.96,4.23,21_27_28_17
30,30-PatPS_254_21_7_2_2_2_1,254,TI,L,43.820004,59.7,13.007,15_25
30,30-PatPS_255_21_7_4_3_2_3,255,TI,H,22.83,39.49,3.765,20_0_10_18
30,30-PatPS_256_21_8_2_2_2_1,256,TI,L,42.05,58.58,28.991,3_20
30,30-PatPS_257_21_8_4_3_2_3,257,TI,H,22.45,42.72,9.131,2_26_9_22
30,30-PatPS_258_21_9_2_2_2_1,258,TI,L,41.88,57.72,168.6,21_28
30,30-PatPS_259_21_9_4_3_2_3,259,TI,H,31.509998,36.05,1.239,21_9_5_30
30,30-PatPS_260_22_1_2_2_2_1,260,TI,L,33.67,38.67,3.84,22_25
30,30-PatPS_261_22_1_4_3_2_3,261,TI,H,24.2,25.98,1.925,22_9_0_30
30,30-PatPS_262_22_10_2_2_2_1,262,TI,L,48.410004,48.41,1.823,3_24
30,30-PatPS_263_22_10_4_3_2_3,263,TI,H,24.14,30.56,1.775,20_0_29_0
30,30-PatPS_264_22_2_2_2_2_1,264,TI,L,35.239998,35.24,1.444,7_28
30,30-PatPS_265_22_2_4_3_2_3,265,TI,H,19.3,22.67,1.709,7_13_28_26
30,30-PatPS_266_22_3_2_2_2_1,266,TI,L,47.520004,49.97,1.936,25_17
30,30-PatPS_267_22_3_4_3_2_3,267,TI,H,29.8,30.73,1.191,25_0_19_0
30,30-PatPS_268_22_4_2_2_2_1,268,TI,L,35.02,40.91,3.809,9_8
30,30-PatPS_269_22_4_4_3_2_3,269,TI,H,24.55,24.55,1.365,7_0_14_21
30,30-PatPS_270_22_5_2_2_2_1,270,TI,L,44.34,48.62,2.572,9_27
30,30-PatPS_271_22_5_4_3_2_3,271,TI,H,34.02,34.02,0.759,5_27_18_24
30,30-PatPS_272_22_6_2_2_2_1,272,TI,L,43.93,44.35,1.212,7_27
30,30-PatPS_273_22_6_4_3_2_3,273,TI,H,30.369999,30.37,1.035,18_19_0_0
30,30-PatPS_274_22_7_2_2_2_1,274,TI,L,47.499996,51.2,4.641,6_9
30,30-PatPS_275_22_7_4_3_2_3,275,TI,H,27.970001,27.97,1.48,6_22_9_14
30,30-PatPS_276_22_8_2_2_2_1,276,TI,L,51.05,53.83,8.823,3_17
30,30-PatPS_277_22_8_4_3_2_3,277,TI,H,27.32,31.16,2.512,25_0_8_15
30,30-PatPS_278_22_9_2_2_2_1,278,TI,L,74.34,74.34,1.233,5_23
30,30-PatPS_279_22_9_4_3_2_3,279,TI,H,31.64,31.64,1.838,5_13_29_0
30,30-PatPS_280_23_1_2_2_2_1,280,TI,L,55.000008,55,1.249,13_0
30,30-PatPS_281_23_1_4_3_2_3,281,TI,H,29.8,29.8,1.477,17_0_0_20
30,30-PatPS_282_23_10_2_2_2_1,282,TI,L,53.58,53.58,1.305,19_5
30,30-PatPS_283_23_10_4_3_2_3,283,TI,H,32.210003,38.07,1.164,19_12_20_27
30,30-PatPS_284_23_2_2_2_2_1,284,TI,L,51.05,51.05,1.165,22_16
30,30-PatPS_285_23_2_4_3_2_3,285,TI,H,18.77,18.84,1.149,17_20_19_0
30,30-PatPS_286_23_3_2_2_2_1,286,TI,L,41.17,41.17,0.965,5_13
30,30-PatPS_287_23_3_4_3_2_3,287,TI,H,27.539999,28.1,1.031,6_12_15_16
30,30-PatPS_288_23_4_2_2_2_1,288,TI,L,58.19,60.09,2.521,14_25
30,30-PatPS_289_23_4_4_3_2_3,289,TI,H,24.02,35.96,2.509,18_30_26_25
30,30-PatPS_290_23_5_2_2_2_1,290,TI,L,40.67,44.36,1.39,14_30
30,30-PatPS_291_23_5_4_3_2_3,291,TI,H,23.93,23.93,0.767,18_13_19_20
30,30-PatPS_292_23_6_2_2_2_1,292,TI,L,41.26,42.6,2.63,28_13
30,30-PatPS_293_23_6_4_3_2_3,293,TI,H,16.78,21.63,1.655,9_26_13_0
30,30-PatPS_294_23_7_2_2_2_1,294,TI,L,45.6,53.91,2.827,11_21
30,30-PatPS_295_23_7_4_3_2_3,295,TI,H,20.98,26,1.538,6_14_15_21
30,30-PatPS_296_23_8_2_2_2_1,296,TI,L,37.26,40.06,1.685,3_17
30,30-PatPS_297_23_8_4_3_2_3,297,TI,H,18.900002,22.21,1.441,26_0_29_23
30,30-PatPS_298_23_9_2_2_2_1,298,TI,L,61.25,66.4,2.162,2_30
30,30-PatPS_299_23_9_4_3_2_3,299,TI,H,31.87,31.97,1.363,2_8_0_22
30,30-PatPS_300_24_1_2_2_2_1,300,TI,L,42.179996,42.18,1.005,11_6
30,30-PatPS_301_24_1_4_3_2_3,301,TI,H,29.84,30.19,1.149,21_27_6_14
30,30-PatPS_302_24_10_2_2_2_1,302,TI,L,39.35,39.35,0.982,9_0
30,30-PatPS_303_24_10_4_3_2_3,303,TI,H,16.74,22.54,1.415,21_9_0_28
30,30-PatPS_304_24_2_2_2_2_1,304,TI,L,35.48,39.73,1.01,1_7
30,30-PatPS_305_24_2_4_3_2_3,305,TI,H,22.38,22.38,0.9,1_14_0_22
30,30-PatPS_306_24_3_2_2_2_1,306,TI,L,52.019997,54.55,2.735,8_16
30,30-PatPS_307_24_3_4_3_2_3,307,TI,H,31.240002,36.48,2.538,6_12_29_16
30,30-PatPS_308_24_4_2_2_2_1,308,TI,L,31.24,34.71,1.369,1_21
30,30-PatPS_309_24_4_4_3_2_3,309,TI,H,15.88,18.56,1.696,5_30_0_21
30,30-PatPS_310_24_5_2_2_2_1,310,TI,L,45.33,45.95,1.013,3_19
30,30-PatPS_311_24_5_4_3_2_3,311,TI,H,27.630001,27.63,0.889,26_24_0_25
30,30-PatPS_312_24_6_2_2_2_1,312,TI,L,43.71,43.71,1.642,19_18
30,30-PatPS_313_24_6_4_3_2_3,313,TI,H,41.299995,41.3,1.697,19_24_5_0
30,30-PatPS_314_24_7_2_2_2_1,314,TI,L,31.410002,37.37,3.095,22_12
30,30-PatPS_315_24_7_4_3_2_3,315,TI,H,19.19,21.44,1.499,22_13_19_0
30,30-PatPS_316_24_8_2_2_2_1,316,TI,L,36.5,36.5,1.408,11_13
30,30-PatPS_317_24_8_4_3_2_3,317,TI,H,24.25,24.25,1.19,6_13_28_26
30,30-PatPS_318_24_9_2_2_2_1,318,TI,L,40.27,41.99,1.564,9_11
30,30-PatPS_319_24_9_4_3_2_3,319,TI,H,24.7,26.94,1.212,16_0_30_26
30,30-PatPS_320_25_1_2_2_2_1,320,TI,L,45.85,76.49,1713.251,6_17
30,30-PatPS_321_25_1_4_3_2_3,321,TI,H,24.33,36.87,11.279,6_0_26_28
30,30-PatPS_322_25_10_2_2_2_1,322,TI,L,31.05,50.95,62.109,1_13
30,30-PatPS_323_25_10_4_3_2_3,323,TI,H,12.610001,29.47,41.099,17_24_27_29
30,30-PatPS_324_25_2_2_2_2_1,324,TI,L,37.65,73.53,28425.76,3_10
30,30-PatPS_325_25_2_4_3_2_3,325,TI,H,20.17,33.93,19.121,4_13_0_23
30,30-PatPS_326_25_3_2_2_2_1,326,TI,L,38.860004,69.25,40975.977,10_14
30,30-PatPS_327_25_3_4_3_2_3,327,TI,H,25.42,37.5,13.801,6_29_14_26
,,,,,,,,
30,30-PatPS_329_25_4_4_3_2_3,329,TI,H,21.96,37.51,11.21,27_30_29_0
30,30-PatPS_330_25_5_2_2_2_1,330,TI,L,45.040005,64.04,135.757,21_25
30,30-PatPS_331_25_5_4_3_2_3,331,TI,H,32.87,48.29,10.707,21_5_0_25
30,30-PatPS_332_25_6_2_2_2_1,332,TI,L,38.18,53.33,14440.143,19_6
30,30-PatPS_333_25_6_4_3_2_3,333,TI,H,23.99,34.59,9.219,8_23_11_21
30,30-PatPS_334_25_7_2_2_2_1,334,TI,L,49.75,86.37,2463.203,19_13
30,30-PatPS_335_25_7_4_3_2_3,335,TI,H,30.19,46.57,12.128,19_15_0_0
30,30-PatPS_336_25_8_2_2_2_1,336,TI,L,34.63,65.37,3374.561,10_17
30,30-PatPS_337_25_8_4_3_2_3,337,TI,H,21.92,37.65,10.554,16_20_17_24
30,30-PatPS_338_25_9_2_2_2_1,338,TI,L,42.07,68.17,60.558,13_26
30,30-PatPS_339_25_9_4_3_2_3,339,TI,H,34.52,39.57,4.28,13_16_17_25
30,30-PatPS_340_26_1_2_2_2_1,340,TI,L,44.339996,51.17,8.176,11_16
30,30-PatPS_341_26_1_4_3_2_3,341,TI,H,23.32,32.08,7.951,18_12_16_29
30,30-PatPS_342_26_10_2_2_2_1,342,TI,L,38.63,41.47,1.873,2_10
30,30-PatPS_343_26_10_4_3_2_3,343,TI,H,22.95,24.48,1.869,13_10_0_28
30,30-PatPS_344_26_2_2_2_2_1,344,TI,L,39.280003,39.28,1.066,16_9
30,30-PatPS_345_26_2_4_3_2_3,345,TI,H,17.19,22.47,1.551,11_9_25_28
30,30-PatPS_346_26_3_2_2_2_1,346,TI,L,49.23,49.23,1.504,9_17
30,30-PatPS_347_26_3_4_3_2_3,347,TI,H,29.4,29.4,1.567,26_27_28_14
30,30-PatPS_348_26_4_2_2_2_1,348,TI,L,44.6,49.48,59.775,26_28
30,30-PatPS_349_26_4_4_3_2_3,349,TI,H,23.29,27.39,4.376,14_15_16_28
30,30-PatPS_350_26_5_2_2_2_1,350,TI,L,44.46,63,25.062,5_26
30,30-PatPS_351_26_5_4_3_2_3,351,TI,H,22.1,26.95,5.921,5_26_0_27
30,30-PatPS_352_26_6_2_2_2_1,352,TI,L,41.64,46.07,3.779,26_22
30,30-PatPS_353_26_6_4_3_2_3,353,TI,H,20.54,27.14,2.597,24_22_15_21
30,30-PatPS_354_26_7_2_2_2_1,354,TI,L,52.25,53.34,1.664,5_6
30,30-PatPS_355_26_7_4_3_2_3,355,TI,H,27.54,33.6,3.448,22_7_18_30
30,30-PatPS_356_26_8_2_2_2_1,356,TI,L,59.53,59.53,1.541,9_19
30,30-PatPS_357_26_8_4_3_2_3,357,TI,H,25.679998,26.01,1.362,9_4_18_23
30,30-PatPS_358_26_9_2_2_2_1,358,TI,L,27.28,34.87,13.722,5_30
30,30-PatPS_359_26_9_4_3_2_3,359,TI,H,22.98,22.98,0.742,25_0_20_21
30,30-PatPS_360_27_1_2_2_2_1,360,TI,L,39.300003,39.3,0.952,10_20
30,30-PatPS_361_27_1_4_3_2_3,361,TI,H,27.499998,29.14,0.75,1_20_0_29
30,30-PatPS_362_27_10_2_2_2_1,362,TI,L,44.45,44.45,1.542,1_17
30,30-PatPS_363_27_10_4_3_2_3,363,TI,H,29.760002,29.76,1.088,14_19_29_21
30,30-PatPS_364_27_2_2_2_2_1,364,TI,L,55.019997,55.05,1.848,19_10
30,30-PatPS_365_27_2_4_3_2_3,365,TI,H,33.620003,33.62,1.672,5_16_10_0
30,30-PatPS_366_27_3_2_2_2_1,366,TI,L,56.980003,56.98,0.981,7_12
30,30-PatPS_367_27_3_4_3_2_3,367,TI,H,25.190002,25.19,1.641,7_8_9_26
30,30-PatPS_368_27_4_2_2_2_1,368,TI,L,48.429996,48.98,1.151,30_11
30,30-PatPS_369_27_4_4_3_2_3,369,TI,H,24.04,26.1,1.557,30_11_25_13
30,30-PatPS_370_27_5_2_2_2_1,370,TI,L,44.64,45.23,1.493,15_13
30,30-PatPS_371_27_5_4_3_2_3,371,TI,H,24.330002,25.25,1.584,7_22_13_0
30,30-PatPS_372_27_6_2_2_2_1,372,TI,L,58.289997,58.29,1.979,3_10
30,30-PatPS_373_27_6_4_3_2_3,373,TI,H,25.550001,30.95,1.608,22_18_24_9
30,30-PatPS_374_27_7_2_2_2_1,374,TI,L,45.39,46.59,1.35,10_16
30,30-PatPS_375_27_7_4_3_2_3,375,TI,H,29.22,30.33,2.081,1_15_18_30
30,30-PatPS_376_27_8_2_2_2_1,376,TI,L,52.929996,53.71,2.106,29_13
30,30-PatPS_377_27_8_4_3_2_3,377,TI,H,20.19,29.76,3.715,28_29_24_0
30,30-PatPS_378_27_9_2_2_2_1,378,TI,L,49.989998,50.1,2.08,12_5
30,30-PatPS_379_27_9_4_3_2_3,379,TI,H,31.77,31.77,1.476,12_9_7_5
30,30-PatPS_380_28_1_2_2_2_1,380,TI,L,69.52,69.52,1.379,22_12
30,30-PatPS_381_28_1_4_3_2_3,381,TI,H,35.71,38.71,1.307,27_12_21_13
30,30-PatPS_382_28_10_2_2_2_1,382,TI,L,44.68,44.68,2.075,7_25
30,30-PatPS_383_28_10_4_3_2_3,383,TI,H,26.810001,30.4,2.042,4_15_0_25
30,30-PatPS_384_28_2_2_2_2_1,384,TI,L,43.25,43.25,1.179,18_21
30,30-PatPS_385_28_2_4_3_2_3,385,TI,H,22.09,23.01,2.124,19_13_21_20
30,30-PatPS_386_28_3_2_2_2_1,386,TI,L,36.989998,38.44,1.069,21_30
30,30-PatPS_387_28_3_4_3_2_3,387,TI,H,15.5,15.65,1.911,8_20_0_27
30,30-PatPS_388_28_4_2_2_2_1,388,TI,L,39.03,40.05,1.438,10_13
30,30-PatPS_389_28_4_4_3_2_3,389,TI,H,26.07,26.07,1.616,8_7_17_0
30,30-PatPS_390_28_5_2_2_2_1,390,TI,L,46.309998,53.73,2.501,9_12
30,30-PatPS_391_28_5_4_3_2_3,391,TI,H,28.810001,31.97,2.068,20_14_18_11
30,30-PatPS_392_28_6_2_2_2_1,392,TI,L,49.110004,49.11,1.389,8_9
30,30-PatPS_393_28_6_4_3_2_3,393,TI,H,31.44,35.63,1.85,12_8_5_25
30,30-PatPS_394_28_7_2_2_2_1,394,TI,L,44.76,44.76,1.384,7_6
30,30-PatPS_395_28_7_4_3_2_3,395,TI,H,31.43,31.43,1.6,7_8_0_25
30,30-PatPS_396_28_8_2_2_2_1,396,TI,L,48.02,48.32,1.101,27_13
30,30-PatPS_397_28_8_4_3_2_3,397,TI,H,20.02,25.52,1.587,22_21_26_0
30,30-PatPS_398_28_9_2_2_2_1,398,TI,L,56.18,56.18,1.449,10_12
30,30-PatPS_399_28_9_4_3_2_3,399,TI,H,39.979996,39.98,1.967,15_12_25_0
30,30-PatPS_400_29_1_2_2_2_1,400,TI,L,58.41,74.72,64.107,14_23
30,30-PatPS_401_29_1_4_3_2_3,401,TI,H,22.970001,31.67,11.383,14_28_23_30
30,30-PatPS_402_29_10_2_2_2_1,402,TI,L,45.050003,67.33,533.227,25_0
30,30-PatPS_403_29_10_4_3_2_3,403,TI,H,25.34,33.39,3.561,16_22_0_0
30,30-PatPS_404_29_2_2_2_2_1,404,TI,L,38.770004,79.37,34023.828,23_14
30,30-PatPS_405_29_2_4_3_2_3,405,TI,H,34.21,43.81,44.007,28_16_23_14
,,,,,,,,
30,30-PatPS_407_29_3_4_3_2_3,407,TI,H,25.380001,45.45,852.023,17_18_25_24
30,30-PatPS_408_29_4_2_2_2_1,408,TI,L,39.09,86.46,5416.027,14_0
30,30-PatPS_409_29_4_4_3_2_3,409,TI,H,22.66,46.98,19.562,14_0_18_22
,,,,,,,,
30,30-PatPS_411_29_5_4_3_2_3,411,TI,H,21.77,41.35,36.258,10_0_0_30
,,,,,,,,
30,30-PatPS_413_29_6_4_3_2_3,413,TI,H,26.72,55.32,33.568,22_17_29_30
30,30-PatPS_414_29_7_2_2_2_1,414,TI,L,40.71,62.47,1653.651,8_13
30,30-PatPS_415_29_7_4_3_2_3,415,TI,H,25.14,36.51,9.007,17_8_11_26
,,,,,,,,
30,30-PatPS_417_29_8_4_3_2_3,417,TI,H,25.48,36.23,83.889,10_0_27_0
30,30-PatPS_418_29_9_2_2_2_1,418,TI,L,39.41,88.7,16054.972,27_15
30,30-PatPS_419_29_9_4_3_2_3,419,TI,H,29.93,47.1,105.577,30_17_27_0
30,30-PatPS_420_2_1_2_2_2_1,420,TI,L,30.650002,31.22,1.289,10_25
30,30-PatPS_421_2_1_4_3_2_3,421,TI,H,18.369999,19.21,1.13,10_12_30_20
30,30-PatPS_422_2_10_2_2_2_1,422,TI,L,33.649998,36.78,3.42,29_0
30,30-PatPS_423_2_10_4_3_2_3,423,TI,H,19.93,19.93,1.5,19_26_0_17
30,30-PatPS_424_2_2_2_2_2_1,424,TI,L,42.879997,45.18,2.527,8_25
30,30-PatPS_425_2_2_4_3_2_3,425,TI,H,22.45,22.63,1.583,3_12_13_25
30,30-PatPS_426_2_3_2_2_2_1,426,TI,L,35.65,35.65,1.885,4_16
30,30-PatPS_427_2_3_4_3_2_3,427,TI,H,26.03,26.4,1.718,1_10_28_23
30,30-PatPS_428_2_4_2_2_2_1,428,TI,L,31.269999,34.05,2.035,3_18
30,30-PatPS_429_2_4_4_3_2_3,429,TI,H,21.64,24.42,2.003,4_23_14_0
30,30-PatPS_430_2_5_2_2_2_1,430,TI,L,43.899998,43.9,1.809,1_10
30,30-PatPS_431_2_5_4_3_2_3,431,TI,H,23.34,24.29,1.722,12_0_30_23
30,30-PatPS_432_2_6_2_2_2_1,432,TI,L,30.17,33.5,3.551,14_20
30,30-PatPS_433_2_6_4_3_2_3,433,TI,H,14.58,20.87,2.142,1_7_13_0
30,30-PatPS_434_2_7_2_2_2_1,434,TI,L,32.54,38.22,3.142,4_22
30,30-PatPS_435_2_7_4_3_2_3,435,TI,H,16.44,23.51,1.984,20_27_22_0
30,30-PatPS_436_2_8_2_2_2_1,436,TI,L,36.13,43.95,3.376,2_17
30,30-PatPS_437_2_8_4_3_2_3,437,TI,H,21.130001,26.46,2.549,1_19_16_17
30,30-PatPS_438_2_9_2_2_2_1,438,TI,L,49.070004,50.72,1.893,7_30
30,30-PatPS_439_2_9_4_3_2_3,439,TI,H,22.54,22.73,1.537,19_24_9_15
30,30-PatPS_440_30_1_2_2_2_1,440,TI,L,28.039999,41.77,7934.458,8_23
30,30-PatPS_441_30_1_4_3_2_3,441,TI,H,14.2300005,25.19,12.679,25_23_5_16
30,30-PatPS_442_30_10_2_2_2_1,442,TI,L,40.57,46.53,20.176,23_30
30,30-PatPS_443_30_10_4_3_2_3,443,TI,H,29.130001,30.46,2.274,23_10_20_25
30,30-PatPS_444_30_2_2_2_2_1,444,TI,L,47.809998,56.62,82.987,9_24
30,30-PatPS_445_30_2_4_3_2_3,445,TI,H,22.23,31.75,8.965,11_10_29_21
30,30-PatPS_446_30_3_2_2_2_1,446,TI,L,45.16,47.3,4.437,22_7
30,30-PatPS_447_30_3_4_3_2_3,447,TI,H,24.02,27.77,5.094,22_24_20_27
30,30-PatPS_448_30_4_2_2_2_1,448,TI,L,38.71,43.32,10.347,10_29
30,30-PatPS_449_30_4_4_3_2_3,449,TI,H,22.5,28.99,2.203,18_26_27_25
30,30-PatPS_450_30_5_2_2_2_1,450,TI,L,41.879997,51.01,37.512,8_24
30,30-PatPS_451_30_5_4_3_2_3,451,TI,H,20.74,28.81,6.67,3_22_23_30
30,30-PatPS_452_30_6_2_2_2_1,452,TI,L,42.05,53.28,77.032,14_10
30,30-PatPS_453_30_6_4_3_2_3,453,TI,H,19.089998,30.12,3.249,5_15_12_24
30,30-PatPS_454_30_7_2_2_2_1,454,TI,L,51.93,61.62,42.282,21_12
30,30-PatPS_455_30_7_4_3_2_3,455,TI,H,30.060001,33.95,3.908,27_17_12_22
30,30-PatPS_456_30_8_2_2_2_1,456,TI,L,35.71,37.31,3.014,7_29
30,30-PatPS_457_30_8_4_3_2_3,457,TI,H,22.330002,22.87,2.445,6_7_0_0
30,30-PatPS_458_30_9_2_2_2_1,458,TI,L,43.43,45.98,44.286,3_22
30,30-PatPS_459_30_9_4_3_2_3,459,TI,H,22.52,26.33,5.563,3_22_0_0
30,30-PatPS_460_31_1_2_2_2_1,460,TI,L,38.620003,38.62,2.365,7_10
30,30-PatPS_461_31_1_4_3_2_3,461,TI,H,20.619999,20.62,2.027,11_19_21_17
30,30-PatPS_462_31_10_2_2_2_1,462,TI,L,46.43,49.17,9.808,29_13
30,30-PatPS_463_31_10_4_3_2_3,463,TI,H,31.37,33.21,3.063,18_25_28_22
30,30-PatPS_464_31_2_2_2_2_1,464,TI,L,54.04,54.04,1.618,9_10
30,30-PatPS_465_31_2_4_3_2_3,465,TI,H,41.72,41.72,2.449,9_5_16_28
30,30-PatPS_466_31_3_2_2_2_1,466,TI,L,37.81,46.15,12.323,2_25
30,30-PatPS_467_31_3_4_3_2_3,467,TI,H,24.69,24.69,3.185,13_20_27_25
30,30-PatPS_468_31_4_2_2_2_1,468,TI,L,30.189999,36,4.031,5_22
30,30-PatPS_469_31_4_4_3_2_3,469,TI,H,14.85,17.41,2.26,24_23_29_18
30,30-PatPS_470_31_5_2_2_2_1,470,TI,L,42.059998,49.53,8.003,20_30
30,30-PatPS_471_31_5_4_3_2_3,471,TI,H,17.689999,17.69,1.402,24_0_0_0
30,30-PatPS_472_31_6_2_2_2_1,472,TI,L,34.3,34.3,1.357,5_28
30,30-PatPS_473_31_6_4_3_2_3,473,TI,H,16.27,24.21,2.584,5_24_14_18
30,30-PatPS_474_31_7_2_2_2_1,474,TI,L,58.5,58.5,2.054,11_9
30,30-PatPS_475_31_7_4_3_2_3,475,TI,H,29.21,38.5,10.344,29_24_27_28
30,30-PatPS_476_31_8_2_2_2_1,476,TI,L,58.05,58.05,1.776,16_27
30,30-PatPS_477_31_8_4_3_2_3,477,TI,H,28.369999,28.37,2.025,25_20_0_15
30,30-PatPS_478_31_9_2_2_2_1,478,TI,L,43.339996,43.34,4.726,30_0
30,30-PatPS_479_31_9_4_3_2_3,479,TI,H,30.130001,33.48,1.637,29_14_0_13
30,30-PatPS_480_32_1_2_2_2_1,480,TI,L,58.050003,58.05,3.428,14_8
30,30-PatPS_481_32_1_4_3_2_3,481,TI,H,31.07,34.56,3.141,7_8_18_20
30,30-PatPS_482_32_10_2_2_2_1,482,TI,L,47.129997,47.13,2.147,4_15
